test case,benchmark name,samples,iterations,estimated,mean,low mean,high mean,std dev,low std dev,high std dev,tags,raw
performing set operations between randomized regions - 2d,"difference, large, embedded in 3d",100,1,68093800,682815.6100,682037.8700,683945.7000,4727.9223,3407.4273,7169.8021,"benchmark,group:grid","683004.0000,677723.0000,686861.0000,679316.0000,690318.0000,681440.0000,680108.0000,683174.0000,683835.0000,678535.0000,681170.0000,682963.0000,680399.0000,682773.0000,687723.0000,682101.0000,680409.0000,687322.0000,687712.0000,676502.0000,683885.0000,683855.0000,676391.0000,683926.0000,709644.0000,678675.0000,683414.0000,686691.0000,678174.0000,681079.0000,684056.0000,676181.0000,683514.0000,690127.0000,683685.0000,678325.0000,684096.0000,680498.0000,677653.0000,682432.0000,688965.0000,678255.0000,684446.0000,685108.0000,679346.0000,683153.0000,684487.0000,678895.0000,681691.0000,683494.0000,680749.0000,682673.0000,683555.0000,679527.0000,686350.0000,688955.0000,684516.0000,679436.0000,686611.0000,702781.0000,677563.0000,682162.0000,681621.0000,676681.0000,683454.0000,684687.0000,680989.0000,683324.0000,683434.0000,677133.0000,680989.0000,685338.0000,678475.0000,683915.0000,683785.0000,683675.0000,676551.0000,683515.0000,685738.0000,677704.0000,682102.0000,682032.0000,676320.0000,682482.0000,686160.0000,681410.0000,685278.0000,683986.0000,680869.0000,685278.0000,684957.0000,677413.0000,683224.0000,684076.0000,677603.0000,684376.0000,686630.0000,684496.0000,676851.0000,682603.0000"
performing set operations between randomized regions - 3d,"union, small, native",100,7,2703400,3870.3471,3855.7057,3902.5214,106.2065,60.3838,168.3729,"benchmark,group:grid","4491.1429,3852.7143,4088.8571,3837.0000,3880.0000,3862.7143,3872.8571,3847.0000,3869.8571,3845.5714,3858.4286,3848.4286,3851.2857,3852.7143,3851.2857,3855.5714,3834.1429,3861.4286,3835.5714,3838.4286,3854.1429,3844.1429,3851.4286,3842.7143,3869.8571,3845.5714,4449.7143,3841.2857,3862.7143,3854.1429,3864.2857,3868.4286,3852.8571,3861.2857,3844.1429,3835.5714,3855.5714,3865.7143,3864.1429,3844.1429,3859.8571,3845.5714,3842.7143,3831.2857,3841.2857,3844.1429,3858.5714,3841.2857,3854.1429,3841.2857,3849.8571,3851.4286,3841.2857,3855.5714,3848.4286,3854.2857,3858.4286,3852.7143,3835.5714,3837.0000,3862.8571,3835.5714,3845.5714,4425.2857,3844.1429,3828.4286,3827.0000,3861.2857,3844.1429,3862.8571,3848.4286,3851.2857,3851.2857,3868.4286,3851.2857,3858.5714,3849.8571,3862.7143,3852.7143,3848.4286,3835.5714,3852.7143,3858.4286,3834.1429,3852.8571,3852.7143,3831.2857,3848.4286,3845.5714,3845.5714,3841.2857,3854.1429,3835.5714,3835.5714,3839.8571,3851.2857,3847.0000,3849.8571,3848.4286,3842.7143"
performing set operations between randomized regions - 3d,"intersection, small, native",100,180,2502000,138.5588,137.9163,140.1772,4.7829,1.3330,8.7815,"benchmark,group:grid","136.8611,137.1389,147.8778,139.0333,137.6944,137.3611,137.0833,137.5833,137.5833,137.1944,138.1389,138.8111,138.4722,138.3111,136.2444,137.5278,137.9167,138.3111,138.6389,138.1389,138.0278,138.9722,138.3111,138.1389,166.6944,137.3611,136.7500,138.4167,136.0833,137.5833,137.0833,138.2500,137.9722,137.6944,137.5278,137.5833,137.6389,137.5278,135.1889,136.5833,137.0278,137.0222,138.0278,138.4167,138.2500,139.2556,138.3611,139.2000,138.3611,137.9222,137.8611,137.0833,138.5278,137.0278,135.5222,137.7000,137.0222,138.8667,137.4722,136.7500,137.3611,137.0278,136.9722,137.5278,174.4278,137.8056,138.8111,138.4722,138.7556,138.4722,138.3667,137.9722,139.0278,138.5333,137.8056,137.9722,138.2500,138.7500,138.9778,138.4722,138.1944,138.8667,138.2500,137.5833,138.8111,139.1389,138.8111,138.6389,138.7556,136.9722,135.6889,136.8056,137.8056,136.8611,137.4167,137.4167,137.5278,137.3611,136.6944,137.5278"
performing set operations between randomized regions - 3d,"difference, small, native",100,19,2614400,1384.6295,1379.4368,1397.7432,38.1536,8.8565,68.2267,"benchmark,group:grid","1373.5263,1384.6316,1439.4737,1393.0526,1394.1579,1386.2105,1380.9474,1385.6842,1404.1053,1382.5263,1384.1053,1383.5789,1382.0000,1385.6842,1377.7895,1385.6842,1383.0526,1386.7368,1384.1053,1383.5789,1381.4737,1386.7368,1380.9474,1384.6316,1376.7368,1379.8947,1375.6316,1379.8947,1373.5789,1378.3158,1648.7895,1378.8421,1373.5263,1381.4211,1367.7895,1370.3684,1363.0000,1376.1579,1373.0526,1370.3684,1378.3158,1382.0000,1372.0000,1378.7895,1378.3158,1373.0526,1372.4737,1376.7368,1379.8947,1370.3684,1376.2105,1369.3158,1377.7368,1372.0000,1371.4211,1372.5263,1375.6842,1369.3158,1376.2105,1374.5789,1374.1053,1374.1053,1372.4737,1368.3158,1376.1579,1373.5789,1369.3158,1358.7895,1640.3684,1383.0526,1382.0000,1376.6842,1378.3158,1379.3684,1378.3158,1378.8421,1375.1053,1380.4211,1380.9474,1375.1579,1380.9474,1381.4211,1383.5263,1379.8947,1377.2632,1379.3684,1378.3158,1382.5263,1377.2105,1374.1053,1382.5263,1384.6316,1379.8947,1380.9474,1382.0000,1386.2105,1383.5789,1384.1053,1385.6842,1384.6316"
performing set operations between randomized regions - 3d,"union, medium, native",100,2,4427200,21760.0550,21677.5250,21911.3350,554.2253,339.4682,807.1626,"benchmark,group:grid","21595.0000,21600.0000,23393.0000,22111.0000,21961.0000,21725.0000,21745.5000,21735.5000,21640.0000,21605.0000,21645.0000,21620.0000,21610.0000,21665.5000,21675.0000,21670.0000,21565.0000,21695.5000,21424.5000,21555.0000,21750.0000,21514.5000,24240.0000,21655.5000,21710.0000,21635.0000,21665.0000,21750.0000,21565.0000,21660.0000,21680.5000,21625.0000,21675.0000,21580.0000,21690.0000,21720.0000,21705.0000,21560.0000,21580.0000,21525.0000,21595.0000,21620.0000,21495.0000,21560.0000,21640.0000,24480.5000,21505.0000,21725.0000,21660.0000,21680.5000,21680.0000,21700.5000,21675.0000,21645.0000,21550.0000,21555.0000,21635.0000,21705.0000,21605.0000,21539.5000,21585.0000,21570.0000,21535.0000,21510.0000,21484.5000,21625.5000,21645.0000,21489.5000,24420.5000,21605.0000,21580.0000,21695.5000,21765.0000,21575.0000,21785.5000,21655.0000,21690.5000,21720.0000,21670.5000,21640.0000,21645.0000,21545.0000,21700.0000,21575.0000,21615.0000,21600.0000,21680.5000,21565.0000,21560.0000,21610.0000,21685.0000,24029.5000,21610.0000,21540.0000,21595.0000,21635.0000,21695.5000,21565.0000,21695.0000,21640.0000"
performing set operations between randomized regions - 3d,"intersection, medium, native",100,11,2735700,2601.6564,2594.7664,2619.6745,50.0442,6.0015,96.0268,"benchmark,group:grid","2598.4545,2595.6364,2606.5455,2593.8182,2589.2727,2590.2727,2593.8182,2590.1818,2590.1818,2597.4545,2592.0909,2598.3636,2594.7273,2587.4545,2593.8182,2599.2727,2594.7273,2596.5455,2603.0000,2604.7273,2595.6364,2601.0909,2603.8182,2602.0909,2595.6364,2602.9091,2603.0000,2594.7273,2592.0000,2587.4545,2598.4545,2593.8182,2589.2727,2894.4545,2592.9091,2594.7273,2588.3636,2595.6364,2590.2727,2585.6364,2594.7273,2585.6364,2585.6364,2596.5455,2587.4545,2575.6364,2584.7273,2596.6364,2592.9091,2598.3636,2594.7273,2585.6364,2590.1818,2584.7273,2594.7273,2589.2727,2600.1818,2595.6364,2596.5455,2592.0000,2592.9091,2591.0909,2590.1818,2587.4545,2589.2727,2592.0000,2592.0000,2593.9091,2997.2727,2615.7273,2593.8182,2595.6364,2597.5455,2594.7273,2602.9091,2599.3636,2598.3636,2597.4545,2597.5455,2595.6364,2598.3636,2594.8182,2588.3636,2584.7273,2595.6364,2596.5455,2593.8182,2600.1818,2608.3636,2604.8182,2594.7273,2591.0909,2592.0000,2597.4545,2602.0000,2594.7273,2592.0909,2595.6364,2599.2727,2592.0000"
performing set operations between randomized regions - 3d,"difference, medium, native",100,3,3426300,11341.7867,11306.1233,11412.3000,246.1651,142.2797,388.4056,"benchmark,group:grid","11314.0000,11240.6667,12029.0000,11314.0000,11411.0000,11384.3333,11307.6667,11360.6667,11287.3333,11351.0000,11287.3333,11247.3333,11327.6667,11240.6667,11247.3333,11334.0000,11277.6667,11334.0000,11314.3333,11300.6667,11321.0000,11417.6667,11297.3333,11414.3333,11267.3333,11284.3333,11227.3333,11260.6667,11250.6667,12823.6667,11314.3333,11267.3333,11320.6667,11274.3333,11337.3333,11271.0000,11274.0000,11160.3333,11304.0000,11347.6667,11397.6667,11314.0000,11294.0000,11344.3333,11374.3333,11421.0000,11391.0000,11391.0000,11237.3333,11367.6667,11320.6667,11324.3333,11294.0000,11240.6667,11317.6667,11337.3333,11324.0000,11307.3333,12456.0000,11257.3333,11264.0000,11327.3333,11310.6667,11304.0000,11250.6667,11284.0000,11274.0000,11391.0000,11307.3333,11197.0000,11244.0000,11274.3333,11297.3333,11321.0000,11287.3333,11244.0000,11224.0000,11317.6667,11344.0000,11234.0000,11240.6667,11217.3333,11287.6667,11264.0000,11280.6667,11220.6667,11210.6667,11220.6667,12623.3333,11250.6667,11210.6667,11247.3333,11331.0000,11214.0000,11254.0000,11193.6667,11337.3333,11240.6667,11327.6667,11250.6667"
performing set operations between randomized regions - 3d,"union, large, native",100,1,220783600,2183547.8400,2182142.2900,2186640.4000,10176.3994,5748.5326,19865.9439,"benchmark,group:grid","2183309.0000,2175795.0000,2262319.0000,2204098.0000,2217203.0000,2200101.0000,2193979.0000,2190693.0000,2185553.0000,2183500.0000,2188008.0000,2180013.0000,2192577.0000,2182067.0000,2180163.0000,2183750.0000,2186535.0000,2185945.0000,2188639.0000,2184131.0000,2201163.0000,2180844.0000,2182588.0000,2190112.0000,2183480.0000,2182407.0000,2179973.0000,2179843.0000,2177608.0000,2198368.0000,2180664.0000,2180524.0000,2178721.0000,2182738.0000,2189030.0000,2180694.0000,2179362.0000,2178861.0000,2181636.0000,2178921.0000,2185022.0000,2178791.0000,2179181.0000,2179071.0000,2180533.0000,2183990.0000,2179712.0000,2180013.0000,2177859.0000,2180684.0000,2180924.0000,2188339.0000,2180143.0000,2180003.0000,2178270.0000,2176476.0000,2182568.0000,2177228.0000,2179221.0000,2179913.0000,2179832.0000,2173680.0000,2181165.0000,2183589.0000,2184852.0000,2179241.0000,2181325.0000,2186094.0000,2180955.0000,2178790.0000,2179091.0000,2179682.0000,2180404.0000,2182728.0000,2176897.0000,2192096.0000,2186204.0000,2177087.0000,2184101.0000,2178189.0000,2178641.0000,2179952.0000,2182487.0000,2178660.0000,2185303.0000,2181064.0000,2181405.0000,2179572.0000,2177428.0000,2185404.0000,2177007.0000,2181736.0000,2178831.0000,2176787.0000,2182267.0000,2182968.0000,2179773.0000,2177248.0000,2183469.0000,2174924.0000"
performing set operations between randomized regions - 3d,"intersection, large, native",100,2,3033600,14995.3500,14950.2750,15100.9000,342.6493,192.5079,550.9133,"benchmark,group:grid","14917.0000,14972.5000,15333.0000,14972.5000,14947.5000,14932.0000,14952.5000,14907.5000,14922.5000,14962.0000,14907.0000,14927.5000,14927.5000,14922.0000,14912.5000,14927.5000,14917.0000,14952.5000,14902.5000,14932.5000,14942.0000,14907.0000,14897.5000,14932.0000,14917.0000,14922.5000,14922.5000,14917.0000,14962.5000,14967.5000,14947.5000,14947.5000,17056.5000,14957.0000,14942.5000,14927.5000,14932.5000,14937.0000,14932.0000,14927.5000,14947.5000,14882.0000,14932.5000,14937.5000,14937.5000,14922.0000,14932.5000,14912.5000,14962.5000,14852.0000,14947.5000,14947.5000,14952.5000,14932.0000,14947.5000,14927.5000,15032.5000,14947.5000,14957.5000,14972.5000,14872.0000,14932.5000,14957.5000,14947.5000,14947.0000,16810.5000,14952.5000,14907.5000,14912.5000,14942.0000,14962.5000,14957.5000,14942.5000,14927.5000,14992.5000,14952.0000,14897.5000,14892.5000,14912.0000,14927.5000,14922.5000,14912.0000,14912.5000,14927.5000,14952.5000,14882.0000,14927.5000,14962.5000,14917.5000,14862.0000,14912.5000,14942.0000,14882.0000,14932.5000,14927.5000,14962.0000,15002.0000,14867.0000,14862.0000,16896.0000"
performing set operations between randomized regions - 3d,"difference, large, native",100,1,644008700,6467874.6300,6442616.6400,6513959.9400,168894.1575,103662.9855,257771.9837,"benchmark,group:grid","6154431.0000,6128062.0000,6663607.0000,7325111.0000,6417230.0000,6476993.0000,6424583.0000,6408073.0000,6447367.0000,6408282.0000,6430114.0000,6448679.0000,6414053.0000,6465642.0000,6405678.0000,6464740.0000,6427699.0000,6445944.0000,6426958.0000,6430194.0000,6416859.0000,6405898.0000,6434582.0000,6437569.0000,6451013.0000,6440894.0000,6417019.0000,6493625.0000,6419153.0000,6420977.0000,6437638.0000,6436627.0000,6451855.0000,6481261.0000,6422249.0000,6410035.0000,6441645.0000,6502220.0000,6449131.0000,6426246.0000,6429764.0000,6453829.0000,6422149.0000,6455923.0000,6437708.0000,6429763.0000,6414224.0000,7425532.0000,6780248.0000,6438470.0000,6416489.0000,6433881.0000,6448749.0000,6481442.0000,6434723.0000,6401860.0000,6410427.0000,6417981.0000,6467395.0000,6452426.0000,6422299.0000,6434833.0000,6441776.0000,6430725.0000,6430585.0000,6450463.0000,6406780.0000,6526887.0000,6434863.0000,6464279.0000,6415326.0000,6462054.0000,6455132.0000,6411549.0000,6433340.0000,6432779.0000,6440093.0000,6399727.0000,6425655.0000,6455722.0000,6426587.0000,6395688.0000,6445924.0000,6446826.0000,6423191.0000,6463367.0000,6425536.0000,6429573.0000,6489867.0000,6430605.0000,6436396.0000,6440424.0000,6450393.0000,6420686.0000,6423822.0000,6450463.0000,6436105.0000,6413884.0000,7183543.0000,6916797.0000"
"normalizing a fully mergeable, complex tiling of boxes - 2d","small, native",100,13,2581800,2213.8085,2206.7546,2231.1346,52.6156,18.0200,92.5443,"benchmark,group:grid","2207.9231,2212.4615,2375.1538,2226.3846,2221.0000,2217.9231,2215.5385,2217.9231,2213.3077,2220.2308,2212.4615,2210.2308,2204.0000,2206.3846,2207.8462,2207.0769,2206.3846,2207.8462,2203.2308,2199.3846,2199.3846,2197.0769,2218.6154,2198.6923,2205.5385,2200.9231,2208.6154,2204.8462,2196.3077,2201.6923,2205.6154,2199.3846,2207.1538,2553.1538,2203.2308,2204.0769,2201.6923,2204.7692,2196.3077,2206.3077,2211.0000,2202.4615,2194.8462,2195.5385,2210.1538,2205.5385,2212.5385,2203.2308,2200.1538,2209.3846,2203.2308,2205.5385,2206.3846,2204.0000,2201.6923,2199.4615,2199.3846,2202.5385,2204.7692,2206.3846,2206.3077,2200.1538,2201.7692,2200.9231,2209.4615,2204.0000,2204.8462,2204.7692,2567.0769,2207.0769,2200.2308,2200.1538,2204.0000,2201.7692,2198.6154,2207.1538,2196.3077,2202.4615,2208.6923,2204.0000,2200.2308,2200.9231,2194.0000,2201.7692,2209.3846,2207.9231,2205.5385,2207.9231,2203.2308,2200.2308,2195.5385,2206.3077,2201.6923,2205.5385,2207.1538,2202.4615,2201.0000,2206.3077,2202.5385,2207.0769"
"normalizing a fully mergeable, complex tiling of boxes - 2d","small, embedded in 3d",100,10,2612000,2588.3410,2579.5590,2608.8800,64.6442,25.3464,112.3562,"benchmark,group:grid","2571.6000,2580.6000,2780.0000,2663.8000,2616.8000,2617.8000,2574.7000,2596.7000,2639.8000,2589.7000,2580.7000,2584.7000,2577.6000,2573.6000,2582.8000,2585.7000,2581.7000,2573.7000,2581.7000,2597.7000,2587.7000,2575.7000,2576.7000,2580.7000,2551.7000,2580.7000,2570.7000,2581.7000,2568.7000,2583.7000,2571.7000,2570.7000,2579.7000,2563.6000,2575.7000,2570.7000,2970.5000,2573.7000,2568.6000,2576.6000,2578.6000,2568.6000,2578.7000,2565.7000,2565.7000,2586.7000,2570.7000,2583.7000,2581.7000,2580.7000,2580.7000,2575.7000,2568.7000,2557.7000,2581.7000,2565.7000,2571.7000,2572.6000,2575.6000,2566.6000,2577.7000,2563.7000,2572.7000,2587.7000,2571.7000,2579.7000,2573.7000,2571.7000,2569.7000,2577.7000,2556.6000,2577.7000,2575.7000,2568.7000,2578.7000,3039.6000,2567.7000,2585.7000,2576.7000,2571.7000,2564.7000,2563.6000,2573.7000,2575.7000,2575.7000,2572.7000,2585.7000,2579.7000,2575.7000,2570.7000,2561.7000,2576.7000,2576.7000,2570.7000,2570.7000,2579.7000,2582.7000,2581.7000,2571.7000,2570.7000"
"normalizing a fully mergeable, complex tiling of boxes - 2d","large, native",100,1,155438400,1541296.6300,1540449.3300,1542947.8400,5835.9780,3547.3392,10995.9568,"benchmark,group:grid","1542864.0000,1541101.0000,1546541.0000,1542023.0000,1539027.0000,1540200.0000,1535580.0000,1542805.0000,1539388.0000,1542874.0000,1537635.0000,1538856.0000,1537253.0000,1543315.0000,1537664.0000,1542984.0000,1542544.0000,1537294.0000,1539007.0000,1533938.0000,1542033.0000,1538476.0000,1557622.0000,1537605.0000,1541462.0000,1535871.0000,1539197.0000,1537264.0000,1544478.0000,1544587.0000,1535370.0000,1543245.0000,1538947.0000,1543786.0000,1539819.0000,1542424.0000,1540480.0000,1544918.0000,1541562.0000,1543115.0000,1542744.0000,1539699.0000,1542464.0000,1538947.0000,1584723.0000,1539558.0000,1545078.0000,1537916.0000,1541992.0000,1541613.0000,1544918.0000,1541281.0000,1536161.0000,1541322.0000,1537875.0000,1543235.0000,1538897.0000,1545289.0000,1540079.0000,1538366.0000,1536583.0000,1546291.0000,1536753.0000,1540991.0000,1545349.0000,1535701.0000,1539748.0000,1537695.0000,1546020.0000,1539669.0000,1544517.0000,1540159.0000,1540660.0000,1537494.0000,1541171.0000,1533697.0000,1540901.0000,1539388.0000,1542353.0000,1540590.0000,1538096.0000,1547583.0000,1539639.0000,1541832.0000,1539158.0000,1542153.0000,1536883.0000,1558274.0000,1542363.0000,1536382.0000,1544197.0000,1536282.0000,1541041.0000,1537775.0000,1545029.0000,1536432.0000,1541923.0000,1538696.0000,1544839.0000,1538045.0000"
"normalizing a fully mergeable, complex tiling of boxes - 2d","large, embedded in 3d",100,1,179007500,1755909.2200,1741725.7200,1793489.4800,106331.6325,33979.6995,210819.9193,"benchmark,group:grid","1739568.0000,1737082.0000,1783311.0000,2321872.0000,2607584.0000,1971297.0000,1738506.0000,1733626.0000,1737483.0000,1739888.0000,1736401.0000,1730090.0000,1737473.0000,1735950.0000,1738566.0000,1732745.0000,1787969.0000,1737554.0000,1736712.0000,1732584.0000,1738045.0000,1738225.0000,1737704.0000,1732554.0000,1737984.0000,1740309.0000,1731813.0000,1740409.0000,1736852.0000,1736692.0000,1732804.0000,1742062.0000,1743635.0000,1737504.0000,1733015.0000,1736452.0000,1740990.0000,1737984.0000,1733495.0000,1738565.0000,1737053.0000,1737393.0000,1734978.0000,1736361.0000,1735109.0000,1733045.0000,1737915.0000,1738575.0000,1746281.0000,1736441.0000,1738867.0000,1738475.0000,1803058.0000,1737323.0000,1739157.0000,1737995.0000,1739327.0000,1734488.0000,1739087.0000,1738916.0000,1735089.0000,1732093.0000,1737733.0000,1737874.0000,1736822.0000,1732545.0000,1738635.0000,1739919.0000,1737483.0000,1733446.0000,1734618.0000,1739517.0000,1733276.0000,1737353.0000,1737393.0000,1737995.0000,1733376.0000,1737403.0000,1737063.0000,1736532.0000,1733676.0000,1737734.0000,1737533.0000,1736792.0000,1734287.0000,1735810.0000,1739166.0000,1739166.0000,1732875.0000,1777760.0000,1743816.0000,1737423.0000,1734929.0000,1739888.0000,1737985.0000,1731893.0000,1738636.0000,1739056.0000,1739438.0000,1733696.0000"
benchmark independent task pattern with N tasks - 100,task generation,100,1,740090100,7305092.5900,7239335.0200,7361933.2200,312078.3099,266117.3001,357443.7719,"benchmark,group:system,indep-tasks","7496596.0000,7500895.0000,7502158.0000,7312788.0000,7380236.0000,7243026.0000,7268333.0000,7260268.0000,7241123.0000,7284404.0000,7417166.0000,7388492.0000,7777289.0000,7425091.0000,7291207.0000,7253616.0000,7222346.0000,7224130.0000,7517116.0000,7178073.0000,7303981.0000,7444788.0000,7301166.0000,7333978.0000,7852602.0000,7246582.0000,7204442.0000,7232946.0000,7589262.0000,7201127.0000,7657422.0000,7338237.0000,7210424.0000,7247905.0000,7715852.0000,7717415.0000,7407678.0000,7313740.0000,7254668.0000,7031565.0000,7509290.0000,7524300.0000,7503290.0000,7545159.0000,7555028.0000,7488792.0000,7521023.0000,7604181.0000,7472721.0000,7515493.0000,7226164.0000,6952635.0000,7542393.0000,7508440.0000,7423428.0000,7504502.0000,7485596.0000,7524770.0000,7505844.0000,7470868.0000,7514971.0000,7437816.0000,7509261.0000,7517116.0000,6649069.0000,6656102.0000,6600828.0000,6616207.0000,6663897.0000,6627950.0000,6624262.0000,6717469.0000,7157503.0000,6623070.0000,6642867.0000,6623009.0000,6620124.0000,6618201.0000,7142095.0000,7471449.0000,6821266.0000,7160540.0000,7538897.0000,7551361.0000,7506866.0000,7497509.0000,7511716.0000,7479154.0000,7511986.0000,7580746.0000,7467381.0000,7594693.0000,7474645.0000,7264326.0000,6749520.0000,7509010.0000,7481077.0000,7526804.0000,7581467.0000,7492979.0000"
